PLAN_ID,PLAN_NAME,MER,DISC,PACKAGE,LEN,ROLLUP1,ASP,STARTDATE,ENDDATE
249,Promo - All Access - 12mo - 132.00 - (+$1.00 per month),11.0,Discount,All Access,Annual,All Access Discount Annual,Y,01/11/17 00:00,12/12/99 00:00
250,Mostly Music - 1mo - Pandora,5.0,Discount,Mostly Music,Monthly,Mostly Music Discount Monthly,N,01/02/19 00:00,12/12/99 00:00
251,All Access - 1mo - wActv|Veteran 25% OffA1,15.74,Discount,All Access,Monthly,All Access Monthly - 25% Off,N,01/01/19 00:00,30/07/19 00:00
252,Fixed Demo - Select - 6mo - (Used Car),0.0,TBD,Select,Semi Annual,Select Semi,TBD,05/01/15 00:00,30/06/15 00:00
253,NavTraffic + NavWeather - 1mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
254,Marine Offshore - 6mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
255,Introductory - Marine Coastal - 12mo w/1mo Savings - wActv,6.66,Full Price,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
256,Commercial Family - 1mo - (D2B) - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
257,Introductory - All Access - 12mo w/2mo Savings - wActv,18.990000000000002,Full Price,All Access,Annual,All Access Annual,Y,05/01/15 00:00,30/06/15 00:00
258,Aviator LT - 12mo - wActv,6.66,Full Price,TBD,Annual,Other,Y,05/01/15 00:00,30/06/15 00:00
259,Voyager + Select - 24mo w/3mo Free - wActv,14.99,Full Price,Select,Two Year,Select 2 Year,Y,05/01/15 00:00,30/06/15 00:00
260,Select Family Friendly - 3mo,13.99,Full Price,Select,Quarterly,Select Quarterly,TBD,05/01/15 00:00,30/06/15 00:00
261,Introductory - Aviator - 12mo w/1mo Savings - wActv,0.0,Data,Data,Annual,Data,Y,01/04/18 00:00,12/12/99 00:00
262,Promo - Select - Semi-Annual - (25% off),11.24,Full Price,Select,Semi Annual,Select Semi,N,01/03/18 00:00,12/12/99 00:00
263,Mostly Music - 3mo,9.99,Full Price,Mostly Music,Quarterly,Mostly Music Quarterly,TBD,05/01/15 00:00,30/06/15 00:00
264,Promo - Marine Offshore - 2mo - (Half-off) - 1X,14.99,Discount,Other,Monthly,Other,N,01/01/17 00:00,12/12/99 00:00
265,Promo - Marine Coastal - 6mo - (Half-off) - 1X,14.99,Discount,Other,Semi Annual,Other,N,01/07/17 00:00,12/12/99 00:00
266,Fleet - Select - 1mo - wActv - 8.99,8.99,Full Price,Select,Monthly,Select Monthly,N,01/11/16 00:00,12/12/99 00:00
267,Courtesy - Promo - Select - 5mo - 24.99 (2018 MRF),5.0,Discount,Select,Annual,5 for 25,N,01/01/19 00:00,12/12/99 00:00
268,Premier - Life - 799.00 - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
269,Courtesy - Traffic - 12mo w/1mo Savings - 1X,6.66,Full Price,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
270,Promo - Select - 12mo - 86.00 - (Half-Off),7.495,Discount,Select,Annual,Half off/year,Y,05/01/15 00:00,30/06/15 00:00
271,Promo - All Access - Semi-Annual - (25% off),15.74,Full Price,All Access,Semi Annual,All Access Semi - 25% off,N,14/02/18 00:00,12/12/99 00:00
272,Promo - Voyager + Select - 6mo - wActv,14.99,Full Price,Select,Semi Annual,Select Semi,TBD,05/01/15 00:00,30/06/15 00:00
273,Promo - All Access - Annual - (30% off for 12 mos),14.693000000000001,Discount,All Access,Annual,All Access Discount Annual,Y,01/07/18 00:00,12/12/99 00:00
274,Promo - Voyager + All Access - 6mo - (Half-off) - 1X,11.99,Discount,All Access,Semi Annual,All Access Discount Semi,N,01/11/17 00:00,12/12/99 00:00
275,Promo - NavTraffic + NavWeather - 12mo - (Half-off),6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
276,Marine Offshore - 24mo w/3mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
277,Courtesy - Promo - Select - 12mo - 99.00 (Legacy MRF),8.25,Discount,Select,Annual,1 yr/$99,Y,14/02/18 00:00,12/12/99 00:00
278,Travel-Link - 1mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
279,Promo - All Access - 6mo (49.99) - 1X,8.3317,Discount,All Access,Semi Annual,All Access Discount Semi,N,05/01/15 00:00,30/06/15 00:00
280,Promo - Select - 12mo - 99.00 - (OAC) - 1X,8.25,Discount,Select,Annual,1 yr/$99,Y,01/01/14 00:00,12/12/99 00:00
281,Select - 12mo - wActv|Promo Annual 25% Off,11.99,Discount,Select,Annual,Select Annual - 25% off,Y,01/01/19 00:00,12/12/99 00:00
282,Promo - Premier - 12mo w/6mo Free (Half-Off) - 1X,7.5,Discount,Select,Annual,Half off/year,Y,05/01/15 00:00,30/06/15 00:00
283,Promo - Select Family Friendly - 6mo w/2mo Free (3FOR1) - 1X,9.326666667,Discount,Select,Semi Annual,Select Semi,N,05/01/15 00:00,30/06/15 00:00
284,All Access - 1mo - wActv,18.990000000000002,Full Price,All Access,Monthly,All Access Monthly,N,05/01/15 00:00,30/06/15 00:00
285,Promo - Traffic - 5mo - 10.00 (5FOR10),6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
286,Espanol - 12mo,5.99,Full Price,Espanol,Annual,Espanol Annual,Y,05/01/15 00:00,30/06/15 00:00
287,Fleet - Select Family Friendly- 1mo - wActv - 8.99,8.99,Full Price,Select,Monthly,Select Monthly,N,01/10/18 00:00,12/12/99 00:00
288,Promo - Select - 5mo - 28.00 - (+$.60 per month),5.6000000000000005,Discount,Select,5 Months,5 for 28,N,01/05/17 00:00,12/12/99 00:00
289,News-Sports-Talk - 12mo,10.99,Full Price,Other,Annual,Other,Y,05/01/15 00:00,30/06/15 00:00
290,Fixed Demo - Premier - 6mo - 0.00 - (Used Car),6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
291,Mostly Music - 1mo - wActv,9.99,Full Price,Mostly Music,Monthly,Mostly Music Monthly,N,05/01/15 00:00,30/06/15 00:00
292,Promo - Voyager + All Access Family Friendly - 6mo - (Half-off) - 1X,11.99,Discount,All Access,Semi Annual,All Access Discount Semi,N,01/07/18 00:00,12/12/99 00:00
293,Travel-Link - 24mo w/3mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
294,Introductory - Travel-Link + Traffic - 12mo w/1mo Savings - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
295,A La Carte Gold - 1mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
296,Fleet - All Access - 12mo - wActv - 143.88,11.99,Full Price,All Access,Annual,All Access Annual,Y,01/11/16 00:00,30/06/17 00:00
297,Promo - Select - 6mo - 29.94 - (4.99FOR6) - 1X,5.0,Discount,Select,Semi Annual,6 for 30,N,05/01/15 00:00,30/06/15 00:00
298,Promo - Select Lite - 6mo - 29.94 - (4.99FOR6),4.99,Discount,Select Lite,Semi Annual,6 for 30 Select Lite,N,01/06/19 00:00,12/12/99 00:00
299,Promo - Select - 12mo - 99.00 - (OAC),8.25,Discount,Select,Annual,1 yr/$99,Y,01/01/14 00:00,12/12/99 00:00
300,Introductory - Select - 24mo w/2mo Savings - wActv,14.99,Full Price,Select,Two Year,Select 2 Year,Y,05/01/15 00:00,30/06/15 00:00
301,Promo - Select Plus SXIR - 6mo - 29.94 - (4.99FOR6) - 1X,4.99,Discount,Select,Semi Annual,6 for 30,N,01/12/16 00:00,12/12/99 00:00
302,Promo - All Access - 3mo - 0.00 - Amazon - (OLPT),0.0,Discount,All Access,Quarterly,All Access Discount Quarterly,N,01/06/19 00:00,12/12/99 00:00
303,Promo - Select - 5mo - 29.99 - (5for30),6.0,Discount,Select,Quarterly,5 for 30,N,05/01/15 00:00,30/06/15 00:00
304,All Access - 1mo - wActv|Promo 25% Off for 12mosA1,15.74,Discount,All Access,Monthly,All Access Monthly - 25% Off,N,01/01/19 00:00,12/12/99 00:00
305,All Access - 1mo - wETF (6mo50) - AMZ DOT-G3,20.990000000000002,Full Price,All Access,Monthly,All Access Monthly AMZ DOT,N,01/10/18 00:00,12/12/99 00:00
306,All Access - 12mo - wETF (6mo50) - AMZ DOT-G3 - (OAC),8.25,Discount,All Access,Annual,All Access Discount Annual AMZ DOT,Y,01/02/19 00:00,12/12/99 00:00
307,Promo - Select - 12mo - 132.00,11.0,Discount,Select,Annual,12 for 132,Y,01/06/19 00:00,12/12/99 00:00
308,Promo - NavTraffic - 6mo w/1mo Free (6for25/35) - 1X,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
309,Promo - Select - 6mo - 29.94,4.99,Discount,Select,Semi Annual,6 for 30,N,01/02/13 00:00,31/12/13 00:00
310,Promo - Select - Monthly - (25% off/mo for 12 mos),11.99,Discount,Select,Monthly,Select Monthly - 25% off,N,14/02/18 00:00,12/12/99 00:00
311,All Access Family Friendly - 24mo - wActv,17.990000000000002,Full Price,All Access,Two Year,All Access 2 Year,Y,05/01/15 00:00,30/06/15 00:00
312,Courtesy - Select Family Friendly - 36mo w/5mo Savings - 1X,13.49,Full Price,Select,Three Year,Select 3 Year,Y,05/01/15 00:00,30/06/15 00:00
1,NavWeather - 36mo w/5mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
2,Promo - All Access - 6mo - 96.00,16.0,Discount,All Access,Semi Annual,6 for 96 All Access,N,01/06/19 00:00,12/12/99 00:00
3,Courtesy - Promo - Select - 12mo - 95.94 (Legacy MRF),7.995,Discount,Select,Annual,1 yr/$99,Y,14/02/18 00:00,12/12/99 00:00
4,All Access - 3mo - wActv,18.990000000000002,Full Price,All Access,Quarterly,All Access Quarterly,N,05/01/15 00:00,30/06/15 00:00
5,Promo - Select - 6mo - 48.00 - wETF (6mo50) - AMZ DOT-G3,8.0,Discount,Select,Semi Annual,6 for 48 Select AMZ,N,01/06/19 00:00,12/12/99 00:00
6,Select - Life - (Restore 2005),14.99,Full Price,Other,Three Year,Other,Y,01/07/17 00:00,12/12/99 00:00
7,Fleet - All Access Family Friendly - 1mo - wActv - 14.49,14.49,Full Price,All Access,Monthly,All Access Monthly,N,01/04/18 00:00,12/12/99 00:00
8,Select Family Friendly - 1mo,13.99,Full Price,Select,Monthly,Select Monthly,TBD,05/01/15 00:00,30/06/15 00:00
9,All Access - 1mo - wActv|Promo $11 Off for 12mosAA,9.99,Discount,All Access,Monthly,All Access Discount Monthly ($11 off for 12mos),N,01/01/19 00:00,12/12/99 00:00
10,Travel-Link - 12mo w/1mo Free,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
11,Introductory - NavTraffic + NavWeather - 12mo w/1mo Savings - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
12,Fleet - Select - 12mo - wActv - 131.88,10.99,Full Price,Select,Annual,Select Annual,Y,01/01/17 00:00,12/12/99 00:00
13,Promo - Select - 12mo - 96.00 - wETF (6mo50) - AMZ DOT-G3,8.0,Discount,Select,Annual,12 for 96 Select AMZ,Y,01/06/19 00:00,12/12/99 00:00
14,Courtesy - All Access - 6mo (Legacy MRF),20.990000000000002,Full Price,All Access,Semi Annual,All Access Semi,N,14/02/18 00:00,12/12/99 00:00
15,Promo - All Access - Annual - (45% off for 12 mos),11.540000000000001,Discount,All Access,Annual,All Access Discount Annual,Y,01/10/18 00:00,12/12/99 00:00
16,All Access - 1mo - wETF (6mo50) - AMZ|Promo $8.25/mo AA for 12mos - AMZ DOT - G3,8.25,Discount,All Access,Monthly,All Access - 1mo - wETF (6mo50) - AMZ|Promo $8.25/mo AA for 12mos - AMZ DOT - G3,N,01/11/19 00:00,12/12/99 00:00
17,Promo - Select - 5mo - 27.00 - (+$.40 per month),5.0,Discount,Select,Quarterly,Discount Select Quarterly,N,01/07/17 00:00,12/12/99 00:00
18,Courtesy - Select Family Friendly - 12mo w/1mo Savings - 1X,13.49,Full Price,Select,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
19,2005 Promotion - 3 Year Plan - 359.64 w/MRF GRACE,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
20,Promo - All Access - 6mo (49.99) - (OAC),8.33,Discount,All Access,Semi Annual,All Access Discount Semi,N,01/01/17 00:00,12/12/99 00:00
21,Voyager + Select Family Friendly - 3mo - wActv,14.99,Full Price,Select,Quarterly,Select Quarterly,N,01/11/17 00:00,12/12/99 00:00
22,Promo - Select - 5mo - No MRD,6.66,Discount,Select,5 Months,Other,N,05/01/15 00:00,30/06/15 00:00
23,Fleet - Select - 1mo - wActv,14.99,Full Price,Select,Monthly,Select Monthly,TBD,05/01/15 00:00,30/06/15 00:00
24,Select - 36mo - wActv,14.99,Full Price,Select,Three Year,Select 3 Year,Y,05/01/15 00:00,30/06/15 00:00
25,Long Term Plan - All Access - 5 yrs (WBOVCORP),3.3200000000000003,Discount,All Access,Five Year,All Access Discount 5 Year,Y,01/04/18 00:00,12/12/99 00:00
26,Select Lite - 1mo|Promo $11 Off for 12mos,4.99,Discount,Select Lite,Monthly,Select Lite Discount Monthly ($11 Off for 12mos),N,01/06/19 00:00,12/12/99 00:00
27,Promo - Select - Annual - (20% off for 12 mos),12.790000000000001,Full Price,Select,Annual,Select Annual,Y,01/10/18 00:00,12/12/99 00:00
28,Introductory - Pilot Preferred - 24mo w/2mo Savings - wActv,15.99,Full Price,Select,Two Year,Select 2 year,Y,14/02/18 00:00,12/12/99 00:00
29,Select - 12mo w/1mo Free - wHW Actv - wETF,14.99,Full Price,Select,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
30,Introductory - NavTraffic - 12mo w/1mo Savings - wActv,0.0,Data,Other,Annual,Data,Y,01/07/17 00:00,30/06/17 00:00
31,Travel-Link + Traffic - 24mo w/3mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
32,Courtesy - Select Family Friendly - 12mo - 1X,14.99,Full Price,Select,Annual,Select Annual,Y,01/01/14 00:00,12/12/99 00:00
33,Promo - Select - 1mo - (NO MRF) - 0.99 (Web),0.99,Discount,Select,Monthly,1 Month/$.99,TBD,05/01/15 00:00,30/06/15 00:00
34,Promo - Select Lite - 5mo - 24.99 (5FOR25) - Quarterly Rollover,4.998,Discount,Select Lite,Quarterly,5 for 25 Select Lite,N,01/06/19 00:00,12/12/99 00:00
35,Select - 1mo - wActv|Promo $8.99/mo Select for 12mos,8.99,Discount,Select,Monthly,Select - 1mo - wActv|Promo $8.99/mo Select for 12mos,N,01/11/19 00:00,12/12/99 00:00
36,3 Year Promotion,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
37,Promo - Select - 6mo - 69.00 - wETF (6mo69) - GGLEHUB1,11.5,Discount,Select,Monthly,Promo - Select - 6mo - 69.00 - wETF (6mo69) - GGLEHUB1,N,01/11/19 00:00,12/12/99 00:00
38,Promo - Select - 6mo - 24.99 (6for25),4.1667000000000005,Discount,Select,Semi Annual,6 for 25,N,05/01/15 00:00,30/06/15 00:00
39,Courtesy - Mostly Music - 1mo - 1X,9.99,Full Price,Mostly Music,Monthly,Mostly Music Monthly,N,05/01/15 00:00,30/06/15 00:00
40,Introductory - Marine Inland - 12mo w/1mo Savings - wActv,6.66,TBD,TBD,TBD,Other,Y,05/01/15 00:00,30/06/15 00:00
41,News-Sports-Talk - 3mo,10.99,Full Price,Other,Quarterly,Other,TBD,05/01/15 00:00,30/06/15 00:00
42,Promo - Select - 12mo - 89.00SelfPay,7.416666667,Discount,Select,Annual,Half off/year,Y,05/01/15 00:00,30/06/15 00:00
43,Courtesy - All Access Family Friendly - 12mo - 2017,19.990000000000002,Full Price,All Access,Annual,All Access Annual,Y,01/12/17 00:00,30/11/17 00:00
44,Voyager + Select - 36mo - wActv,14.99,Full Price,Select,Three Year,Select 3 year,Y,01/04/18 00:00,12/12/99 00:00
45,Quarterly Service,14.99,Full Price,Select,Quarterly,Other,N,05/01/15 00:00,30/06/15 00:00
46,Premier - 3mo - wHW Actv - wETF,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
47,Introductory - All Access - 24mo w/2mo Savings,18.990000000000002,Full Price,All Access,Two Year,All Access 2 Year,Y,05/01/15 00:00,30/06/15 00:00
48,Introductory - All Access - 12mo w/2mo Savings,18.990000000000002,Full Price,All Access,Annual,All Access Annual,Y,05/01/15 00:00,30/06/15 00:00
49,Promo - All Access - 24mo - Select Price,18.990000000000002,Full Price,All Access,Two Year,All Access 2 Year,Y,05/01/15 00:00,30/06/15 00:00
50,A La Carte Gold - 12mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
51,Sirius XM ALL ACCESS - 1mo - wHW Actv - wETF,18.990000000000002,Full Price,All Access,Monthly,All Access Annual,Y,05/01/15 00:00,30/06/15 00:00
52,Promo - All Access - 3mo - $0.00 - GOOGLE (RTP) - (OAC),0.0,Discount,All Access,Quarterly,Promo - All Access - 3mo - $0.00 - GOOGLE (RTP) - (OAC),N,01/10/19 00:00,12/12/99 00:00
53,Travel-Link - 24mo w/3mo Free,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
54,Promo - Voyager + All Access - 2mo - (Half-off) - 1X,11.99,Discount,All Access,Monthly,All Access Discount Monthly,N,01/07/17 00:00,12/12/99 00:00
55,Voyager + Select - 6mo - wActv,14.99,Full Price,Select,Semi Annual,Select Semi,N,01/01/14 00:00,26/04/16 00:00
56,Fleet - All Access Family Friendly - 12mo - wActv - 173.88,14.49,Full Price,All Access,Annual,All Access Annual,Y,01/04/18 00:00,12/12/99 00:00
57,Promo - Select - 12mo - 60.00 - wETF (6mo50) - AMZ DOT-G3 - (WEB),5.0,Discount,Select,Annual,12 for 60 Select AMZ,Y,01/10/19 00:00,12/12/99 00:00
58,Sponsored - OEM Trial - ALL ACCESS - 12mo - 116.55,0.0,Full Price,All Access,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
59,Promo - Select - 12mo - 60.00,5.0,Discount,Select,Annual,12 for 60,Y,01/11/17 00:00,12/12/99 00:00
60,OEM Trial - Select - 3mo - 0.00 - (Used Car),0.0,Full Price,Select,Quarterly,Select Quarterly,N,05/01/15 00:00,30/06/15 00:00
61,Marine Coastal - 3mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
62,Promo - Travel-Link - 5mo (5for20/25/30) - 1X,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
63,Promo - All Access - 12mo - 99.00 - wETF (6mo50) - AMZ DOT-G3 - (OLPT),8.25,Discount,All Access,Annual,All Access Discount Annual AMZ DOT,Y,01/11/18 00:00,12/12/99 00:00
64,Promo - Travel-Link - 12mo,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
65,Promo - Traffic - 12mo - (Half-off),6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
66,Travel-Link + Traffic - 1mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
67,Promo - NavWeather - 6mo (6for25/35) - 1X,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
68,Voyager + Select - 12mo w/1mo Free - wActv,14.99,Full Price,Select,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
69,Promo - Premier - 24mo,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
70,Select - 6mo,14.99,Full Price,Select,Semi Annual,Select Semi,TBD,05/01/15 00:00,30/06/15 00:00
71,Select - 1mo - wActv|Promo $4.99/mo Select for 6mos,4.99,Discount,Select,Monthly,Select Discount Monthly,N,01/11/19 00:00,12/12/99 00:00
72,Promo - Select Plus SXIR - 6mo - 29.94 - (4.99FOR6) - (OAC) - 1X,4.99,Discount,Select,Semi Annual,6 for 30,N,01/11/17 00:00,12/12/99 00:00
73,Promo - Select - 5mo - 24.99 (5FOR25) - WBFB,5.0,Discount,Select,5 Months,5 for 25,N,01/06/16 00:00,12/12/99 00:00
74,Lifetime Subscriber,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
75,Promo - Traffic - 12mo,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
76,NavTraffic - 12mo w/1mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
77,Courtesy - News-Sports-Talk - 1mo - 1X,9.99,Full Price,Other,Monthly,Other,N,05/01/15 00:00,30/06/15 00:00
78,Basic Plus - Special Pricing - 1mo,8.49,Full Price,Basic,Monthly,Basic Monthly,N,05/01/15 00:00,30/06/15 00:00
79,Commercial Standard - 12mo w/1mo Free - (NO MRF) - wActv,14.99,Full Price,Select,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
80,Promo - Veteran - Select - 1mo,11.99,Full Price,Select,Monthly,Select Monthly,N,01/07/17 00:00,12/12/99 00:00
81,Promo - All Access - 6mo - 90.00,15.0,Discount,All Access,Semi Annual,6 for 90 All Access,N,01/06/19 00:00,12/12/99 00:00
82,Promo - Select - 5mo - 44.99 - (5for45) - Quarterly Rollover,9.0,Discount,Select,5 Months,5 for 45,N,01/01/14 00:00,12/12/99 00:00
83,Annual Service,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
84,Sponsored - OEM Trial - All Access - 12mo - 118.98,0.0,Full Price,All Access,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
85,Courtesy - Select - 3mo - 1X,14.99,Full Price,Select,Quarterly,Select Quarterly,N,01/01/14 00:00,26/04/16 00:00
86,Promo - Select - 1mo - ($6 Off for 6 mos),9.99,Discount,Select,Monthly,Select Discount Monthly ($6 Off for 6mos),N,01/10/18 00:00,12/12/99 00:00
87,Basic Plus - 1mo,8.49,Full Price,Basic,Monthly,Basic Monthly,N,05/01/15 00:00,30/06/15 00:00
88,Courtesy - All Access - 3mo - 1X,17.990000000000002,Full Price,All Access,Quarterly,All Access Quarterly,N,05/01/15 00:00,30/06/15 00:00
89,Voyager + Select - 3mo - wActv,14.99,Full Price,Select,Quarterly,Select Quarterly,N,01/11/16 00:00,12/12/99 00:00
90,Courtesy - Introductory - Select Family Friendly - 24mo w/2mo Savings - 1X,14.99,Full Price,Select,Two Year,Select 2 Year,Y,01/06/16 00:00,12/12/99 00:00
91,Promo - All Access - 12mo - 119.88 - wETF (6mo50) - AMZ DOT-G3 - (OLPT),9.99,Discount,All Access,Annual,All Access Discount Annual AMZ DOT,Y,01/10/18 00:00,12/12/99 00:00
92,Promo - All Access - 2mo - 0.00,0.0,Discount,All Access,Quarterly,All Access Discount 2 month $0,N,01/06/19 00:00,12/12/99 00:00
93,Sponsored - OEM Trial - Select - 6mo - 19.43,0.0,Full Price,Select,Semi Annual,Select Semi,N,05/01/15 00:00,30/06/15 00:00
94,Promo - Mostly Music - 12mo,9.99,Full Price,Mostly Music,Annual,Mostly Music Annual,Y,05/01/15 00:00,30/06/15 00:00
95,Espanol Plus - 12mo,8.49,Full Price,Espanol,Annual,Espanol Annual,Y,05/01/15 00:00,30/06/15 00:00
96,Marine Inland - 3mo - wActv,14.99,Full Price,Select,TBD,Other,N,05/01/15 00:00,30/06/15 00:00
97,Promo - Traffic + Travel-Link - 5mo - 20.00,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
98,All Access - 12mo - wActv|Veteran 25% Off,15.74,Discount,All Access,Annual,All Access Monthly - 25% Off,Y,01/01/19 00:00,30/07/19 00:00
99,Promo - Select - 6mo w/3mo Free - (Half-Off) - 1X,7.495,Discount,Select,Semi Annual,Select Semi,N,05/01/15 00:00,30/06/15 00:00
100,Promo - Marine Offshore - 6mo - (Half-off) - 1X,14.99,Discount,Other,Semi Annual,Other,N,01/07/17 00:00,12/12/99 00:00
101,Courtesy - Traffic - 24mo w/3mo Savings - 1X,6.66,Full Price,Other,Two Year,Other,Y,05/01/15 00:00,30/06/15 00:00
102,Promo - All Access - 6mo (49.99) - SC,8.33,Discount,All Access,Semi Annual,All Access Discount Semi,N,01/09/16 00:00,12/12/99 00:00
103,All Access - 1mo - wActv|Promo $11.99/mo AA for 12mos,11.99,Discount,All Access,Monthly,All Access - 1mo - wActv|Promo $11.99/mo AA for 12mos,N,01/11/19 00:00,12/12/99 00:00
104,Sponsored - OEM Trial - All Access - 12mo - 117.00,0.0,Full Price,All Access,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
105,Select - 1mo - wActv|Promo $10 Off for 6mos,5.99,Discount,Select,Monthly,Select Discount Monthly ($10 Off for 6mos),N,01/01/19 00:00,12/12/99 00:00
106,Promo - Select - 6mo - 33.00 - (+$.50 per month),5.5,Discount,Select,Semi Annual,Select Discount Semi,N,01/05/17 00:00,12/12/99 00:00
107,Introductory - All Access Family Friendly - 36mo w/3mo Savings - wActv,17.990000000000002,Full Price,All Access,Three Year,All Access 3 Year,Y,05/01/15 00:00,30/06/15 00:00
108,Voyager + Select Family Friendly - 1mo - wActv,13.99,Full Price,Select,Monthly,Select Monthly,TBD,05/01/15 00:00,30/06/15 00:00
109,Select Lite - 1mo|Promo $4.99/mo Select for 12mos,4.99,Discount,Select Lite,Monthly,Select Lite Discount Monthly ($11 Off for 12mos),N,01/11/19 00:00,12/12/99 00:00
110,News-Sports-Talk - 1mo,10.99,Full Price,Other,Monthly,Other,TBD,05/01/15 00:00,30/06/15 00:00
111,Commercial Family - 12mo w/1mo Free - (NO MRF) - wActv,6.66,TBD,TBD,TBD,Other,TBD,05/01/15 00:00,30/06/15 00:00
112,Fleet - Select - 1mo - wActv - 10.99,10.99,Full Price,Select,Monthly,Select Monthly,N,01/11/16 00:00,12/12/99 00:00
113,Introductory - Voyager + Select Family Friendly - 12mo w/1mo Savings - wActv,13.99,Full Price,Select,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
114,Promo - Veteran - Mostly Music - 1mo,10.99,Full Price,Mostly Music,Monthly,Mostly Music Monthly,N,01/11/17 00:00,12/12/99 00:00
115,Sponsored - OEM Trial - All Access - 12mo - 126.00,0.0,Full Price,All Access,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
116,Promo - Select - 12mo - 109.00,9.08,Discount,Select,Annual,12 for 109,Y,01/01/14 00:00,12/12/99 00:00
117,Promo - Select Plus SXIR - 12mo - 89.00 - (Half-Off) - 1X,7.41,Discount,Select,Annual,Half off/year,Y,01/02/17 00:00,12/12/99 00:00
118,Introductory - Voyager + All Access - 12mo w/1mo Savings - wActv,18.990000000000002,Full Price,All Access,Annual,All Access Annual,Y,05/01/15 00:00,30/06/15 00:00
119,Promo - Select - 6mo - 48.00 - ($8.00/mo),8.0,Discount,Select,Semi Annual,6 for 48,N,01/10/18 00:00,12/12/99 00:00
120,Promo - Select Family Friendly - 12mo w/6mo Free (Half-Off) - 1X,6.995,Discount,Select,Annual,Select Annual,Y,05/01/15 00:00,30/06/15 00:00
121,Long Term Plan - All Access - 3 yrs,4.13,Discount,All Access,Three Year,All Access Discount 3 Year,Y,01/12/17 00:00,12/12/99 00:00
