PLAN_ID,PLAN_NAME,MER,DISC,PACKAGE,LEN,ROLLUP1,ASP,STARTDATE,ENDDATE
927,NavWeather - 36mo w/5mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
928,Sponsored - OEM Trial - All Access - 12mo - 145.98,0.0,Full Price,All Access,Annual,All Access Annual,Y,05/01/15 00:00,30/06/15 00:00
929,All Access - 3mo - wActv,19.990000000000002,Full Price,All Access,Quarterly,All Access Quarterly,N,01/02/13 00:00,31/12/13 00:00
930,Promo - Select - 5mo - 19.99 - (5for20) - 1X,4.0,Discount,Select,5 Months,5 for 20,N,01/01/14 00:00,04/01/15 00:00
931,Premier - 1mo,6.66,TBD,TBD,TBD,Other,TBD,01/01/14 00:00,04/01/15 00:00
932,Fleet - All Access - 1mo - wActv - 11.99,19.990000000000002,Full Price,All Access,Monthly,All Access Monthly,N,01/07/17 00:00,30/11/17 00:00
933,Select Family Friendly - 1mo,13.99,Full Price,Select,Monthly,Select Monthly,TBD,01/02/13 00:00,31/12/13 00:00
934,Travel-Link - 12mo w/1mo Free,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
935,Introductory - NavTraffic + NavWeather - 12mo w/1mo Savings - wActv,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
936,Sirius XM ALL ACCESS - 1mo - wActv,19.990000000000002,Full Price,All Access,Monthly,All Access Monthly,N,01/01/14 00:00,04/01/15 00:00
937,Select Family Friendly Add-on - 1mo,13.99,Full Price,Select,Monthly,Select Monthly,TBD,01/01/14 00:00,04/01/15 00:00
938,Premier Family Friendly - 12mo w/1mo Free - wActv,6.66,Full Price,TBD,TBD,Other,TBD,01/01/14 00:00,04/01/15 00:00
939,Courtesy - Select Family Friendly - 1mo - 1X,14.99,Full Price,Select,Monthly,Select Monthly,N,27/04/16 00:00,12/12/99 00:00
940,Courtesy - Select Family Friendly - 12mo w/1mo Savings - 1X,13.49,Full Price,Select,Annual,Select Annual,Y,01/02/13 00:00,31/12/13 00:00
941,2005 Promotion - 3 Year Plan - 359.64 w/MRF GRACE,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
942,Select - 24mo w/3mo Free,13.116249999999999,Discount,Select,Two Year,Select 2 Year,Y,01/01/14 00:00,04/01/15 00:00
943,Promo - Select - 5mo - No MRD,6.66,Discount,Select,5 Months,Other,N,01/02/13 00:00,31/12/13 00:00
944,Fleet - Select - 1mo - wActv,14.99,Full Price,Select,Monthly,Select Monthly,TBD,01/02/13 00:00,31/12/13 00:00
945,Select - 36mo - wActv,14.99,Full Price,Select,Three Year,Select 3 Year,Y,01/02/13 00:00,31/12/13 00:00
946,Select - 3moSelfPay,14.99,Full Price,Select,Quarterly,Select Quarterly,N,01/01/14 00:00,04/01/15 00:00
947,Sirius XM ALL ACCESS - 12mo,18.990000000000002,Full Price,All Access,Annual,All Access Annual,Y,05/01/15 00:00,30/06/15 00:00
948,Select - 12mo w/1mo Free - wHW Actv - wETF,14.99,Full Price,Select,Annual,Select Annual,Y,01/02/13 00:00,31/12/13 00:00
949,Promo - Select - 24mo w/5mo Free,14.99,Full Price,Select,Two Year,Select 2 Year,Y,01/01/14 00:00,04/01/15 00:00
950,Travel-Link + Traffic - 24mo w/3mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
951,Sponsored - OEM Trial - All Access - 4mo - 51.80,0.0,Full Price,All Access,4 Months,Other,N,01/01/14 00:00,04/01/15 00:00
952,Promo - Select - 1mo - (NO MRF) - 0.99 (Web),0.99,Discount,Select,Monthly,1 Month/$.99,TBD,01/02/13 00:00,31/12/13 00:00
953,3 Year Promotion,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
954,Promo - Select - 6mo - 24.99 (6for25),4.1667000000000005,Discount,Select,Semi Annual,6 for 25,N,01/02/13 00:00,31/12/13 00:00
955,Courtesy - Mostly Music - 1mo - 1X,9.99,Full Price,Mostly Music,Monthly,Mostly Music Monthly,N,01/02/13 00:00,31/12/13 00:00
956,Introductory - Marine Inland - 12mo w/1mo Savings - wActv,6.66,TBD,TBD,TBD,Other,Y,01/02/13 00:00,31/12/13 00:00
957,News-Sports-Talk - 3mo,10.99,Full Price,Other,Quarterly,Other,TBD,01/02/13 00:00,31/12/13 00:00
958,Promo - Select - 12mo - 89.00SelfPay,7.416666667,Discount,Select,Annual,Half off/year,Y,01/02/13 00:00,31/12/13 00:00
959,All Access Monthly 2,18.990000000000002,Full Price,All Access,Monthly,All Access Monthly,N,05/01/15 00:00,30/06/15 00:00
960,Premier - 12mo w/1mo Free - wHW Actv - wETF,6.66,TBD,TBD,TBD,Other,TBD,01/01/14 00:00,04/01/15 00:00
961,Quarterly Service,14.99,Full Price,Select,Quarterly,Other,N,01/02/13 00:00,31/12/13 00:00
962,Premier - 3mo - wHW Actv - wETF,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
963,Introductory - All Access - 24mo w/2mo Savings,19.990000000000002,Full Price,All Access,Two Year,All Access 2 Year,Y,01/02/13 00:00,31/12/13 00:00
964,Introductory - All Access - 12mo w/2mo Savings,19.990000000000002,Full Price,All Access,Annual,All Access Annual,Y,01/02/13 00:00,31/12/13 00:00
965,Promo - All Access - 24mo - Select Price,19.990000000000002,Full Price,All Access,Two Year,All Access 2 Year,Y,01/02/13 00:00,31/12/13 00:00
966,A La Carte Gold - 12mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
967,Sirius XM ALL ACCESS - 1mo - wHW Actv - wETF,19.990000000000002,Full Price,All Access,Monthly,All Access Annual,Y,01/02/13 00:00,31/12/13 00:00
968,Travel-Link - 24mo w/3mo Free,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
969,Sponsored - OEM Trial - ALL ACCESS - 12mo - 116.55,0.0,Full Price,All Access,Annual,Select Annual,Y,01/02/13 00:00,31/12/13 00:00
970,Traffic - 24mo w/3mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,01/01/14 00:00,04/01/15 00:00
971,OEM Trial - Select - 3mo - 0.00 - (Used Car),0.0,Full Price,Select,Quarterly,Select Quarterly,N,01/02/13 00:00,31/12/13 00:00
972,Marine Coastal - 3mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
973,Promo - Travel-Link - 5mo (5for20/25/30) - 1X,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
974,Promo - Travel-Link - 12mo,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
975,Promo - Traffic - 12mo - (Half-off),6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
976,Travel-Link + Traffic - 1mo - wActv,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
977,Promo - NavWeather - 6mo (6for25/35) - 1X,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
978,Voyager + Select - 12mo w/1mo Free - wActv,14.99,Full Price,Select,Annual,Select Annual,Y,01/02/13 00:00,31/12/13 00:00
979,Promo - Premier - 24mo,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
980,Select - 6mo,14.99,Full Price,Select,Semi Annual,Select Semi,TBD,01/02/13 00:00,31/12/13 00:00
981,Basic Plus - 12mo,8.49,Full Price,Basic,Annual,Basic Annual,Y,01/01/14 00:00,04/01/15 00:00
982,Lifetime Subscriber,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
983,Promo - Traffic - 12mo,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
984,NavTraffic - 12mo w/1mo Free - wActv,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
985,Courtesy - News-Sports-Talk - 1mo - 1X,9.99,Full Price,Other,Monthly,Other,N,01/02/13 00:00,31/12/13 00:00
986,Basic Plus - Special Pricing - 1mo,8.49,Full Price,Basic,Monthly,Basic Monthly,N,01/02/13 00:00,31/12/13 00:00
987,Commercial Standard - 12mo w/1mo Free - (NO MRF) - wActv,14.99,Full Price,Select,Annual,Select Annual,Y,01/02/13 00:00,31/12/13 00:00
988,Select - 1mo - wActv|Promo $6 Off for 6mos,9.99,Discount,Select,Monthly,Select Discount Monthly ($6 Off for 6mos),N,01/01/19 00:00,12/12/99 00:00
989,Annual Service,6.66,TBD,TBD,TBD,Other,TBD,01/02/13 00:00,31/12/13 00:00
990,Sponsored - OEM Trial - All Access - 12mo - 118.98,0.0,Full Price,All Access,Annual,Select Annual,Y,01/02/13 00:00,31/12/13 00:00
991,Promo - Select - 36mo,6.66,TBD,Select,Three Year,Select 3 Year,Y,05/01/15 00:00,30/06/15 00:00
992,Basic Plus - 1mo,8.49,Full Price,Basic,Monthly,Basic Monthly,N,01/02/13 00:00,31/12/13 00:00
993,Courtesy - All Access - 3mo - 1X,18.990000000000002,Full Price,All Access,Quarterly,All Access Quarterly,N,01/02/13 00:00,31/12/13 00:00
994,Promo - Select Family Friendly - 3mo w/2mo Free (3FOR1) - 1X,4.663333333,Discount,Select,Quarterly,3 for 1,N,01/01/14 00:00,04/01/15 00:00
995,Espanol - 1mo - wETF,5.99,Full Price,Espanol,Monthly,Espanol Monthly,TBD,05/01/15 00:00,30/06/15 00:00
996,Sponsored - OEM Trial - Select - 6mo - 19.43,0.0,Full Price,Select,Semi Annual,Select Semi,N,01/02/13 00:00,31/12/13 00:00
997,Promo - Mostly Music - 12mo,10.99,Full Price,Mostly Music,Annual,Mostly Music Annual,Y,01/02/13 00:00,31/12/13 00:00
998,Espanol Plus - 12mo,8.49,Full Price,Espanol,Annual,Espanol Annual,Y,01/02/13 00:00,31/12/13 00:00
999,Marine Inland - 3mo - wActv,14.99,Full Price,Select,TBD,Other,N,01/02/13 00:00,31/12/13 00:00
