channel_record_key,partnername,parentpartnername,corp_id,categorydesc,districtdesc,partner_group,partner_in_conv_rate,change_date_start,change_date_end,current_record_flag,deleted_record_flag
631,TNT Pro Sound and Satellite,TNT Pro Sound and Satellite,12038,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
632,Kenwood U.S.A. Corporation,Kenwood U.S.A. Corporation,11834,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
633,Audio Vision,Audio Vision,6848,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
634,Jiffy Lube (12833),Jiffy Lube,12833,Retail Channel,District N/A,Retail Channel,Y,10/11/16,12/31/99,Y,N
635,Daves Stereo Center,Daves Stereo Center,8209,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
636,Cc Electronic Installations Inc,Cc Electronic Installations Inc,1238,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
637,Auto Marketing, Inc,Auto Marketing, Inc,4342,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
638,Ace Audio and Automotive,Ace Audio and Automotive,9050,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
639,Excel Marketing Rep Frim,Excel Marketing Rep Frim,2960,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
640,Creative Audio Inc,Creative Audio Inc,818,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
641,Audiovox unbranded bucket,Audiovox unbranded bucket,10015,Retail Channel,District 6,Retail Channel,Y,1/1/00,12/31/99,Y,N
642,Indir,Indir,4020,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
643,Audio Maxx,Audio Maxx,10427,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
644,LESCO Distributing,LESCO Distributing,12242,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
645,Distinict sales,Distinict sales,11630,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
646,the car stereo company,the car stereo company,10793,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
647,Magic Mist Car Wash,Magic Mist Car Wash,3052,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
648,MAX CAR FUN, LLC,MAX CAR FUN, LLC,8846,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
649,Prosound,Prosound,2101,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
650,Los 4 Reyes, Inc ,Los 4 Reyes, Inc,4259,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
651,Seacurity Systems,Seacurity Systems,7603,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
652,Valley Audio,Valley Audio,8642,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
653,Duluth Audio Distributing And Service Inc,Duluth Audio Distributing And Service Inc,10631,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
654,Kia Motors Canada Inc.,Kia Motors Canada Inc.,11569,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,1/1/00,12/31/99,Y,N
655,Stone Quarry Crest Inc,Stone Quarry Crest Inc,1552,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
656,HOME CINEMA AND HIFI,HOME CINEMA AND HIFI,11058,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
657,Vickers Car Audio & Glass Tinting,Vickers Car Audio & Glass Tinting,457,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
658,Jeanmard Marine Electronics,Jeanmard Marine Electronics,7821,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
659,Audio Crafters,Audio Crafters,3346,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
660,Noble Satellite Country,Noble Satellite Country,11435,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
661,New York University - XM,New York University - XM,12303,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
662,Redding Imports,Redding Imports,8825,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
663,Audio Video Connection,Audio Video Connection,1638,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
664,Jcam Serices LLC,Jcam Serices LLC,11100,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
665,Custom Auto,Custom Auto,10753,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
666,Central Wireless And Paging,Central Wireless And Paging,6758,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
667,American Wireless,American Wireless,8581,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
668,Tony's Stereo,Tony's Stereo,11773,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
669,Precise Sound,Precise Sound,10162,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
670,Sonic Electronix,Sonic Electronix,12517,Retail Channel,District 11,Retail Channel,Y,1/1/00,12/31/99,Y,N
671,Wayne Reaves Software - XM,Wayne Reaves Software - XM,12496,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
672,High Quality Sound,High Quality Sound,1898,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
673,Marine - Inland + Offshore + Costal + Fish Mapping (12861),Marine - Inland + Offshore + Costal + Fish Mapping,12861,Special Markets Channel,Special Mkts  30,Special Markets Channel,Y,3/23/17,12/31/99,Y,N
674,Steele Concepts Inc,Steele Concepts Inc,1618,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
675,Russells Car Stereo Customizers,Russells Car Stereo Customizers,3320,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
676,STEREO BARN,STEREO BARN,10882,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
677,Echo Star /Dish Network,Echo Star /Dish Network,8897,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
678,Serious Electronics,Serious Electronics,3460,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
679,Import Werks & Kustoms of Delmarva Inc,Import Werks & Kustoms of Delmarva Inc,10577,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
680,Sound City Electronics corp,Sound City Electronics corp,8512,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
681,Live Wire Communications,Live Wire Communications,3760,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
682,Technotrade International Inc,Technotrade International Inc,468,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
683,Zlech Audio Plus,Zlech Audio Plus,10032,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
684,Atu Car Audio,Atu Car Audio,663,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
685,Crowell Bros, Inc,Crowell Bros, Inc,1317,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
686,Lesly Enterprises,Lesly Enterprises,2238,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
687,Institutional Commodity Services Corporation,Institutional Commodity Services Corporation,11593,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
688,Benchmark Audio Inc,Benchmark Audio Inc,1626,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
689,Crystal Communications,Crystal Communications,2620,Special Markets Channel,Special Mkts  31,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
690,Almo Distributing Pennsylvania Inc.,Almo Distributing Pennsylvania Inc.,42,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
691,Hertz - Isuzu,Hertz - Isuzu,71,Auto OEM Channel,Hertz,Other OEM,Y,1/1/00,12/31/99,Y,N
692,Martroy Elec Inc,Martroy Elec Inc,1469,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
693,PROTECTION PLUS INC,PROTECTION PLUS INC,3512,Auto OEM Channel,District 27A,Other OEM,Y,1/1/00,12/31/99,Y,N
694,Pocono Wireless,Pocono Wireless,5753,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
695,Custom Car Audio & Truck Accessories,Custom Car Audio & Truck Accessories,2037,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
696,Joe Kirtley,Joe Kirtley,1319,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
697,Volkswagen of America for dealer install,Volkswagen of America for dealer install,27,Auto OEM Channel,Volkswagen/Audi,Other OEM,Y,1/1/00,12/31/99,Y,N
698,Auto Enhancements of Venice,Auto Enhancements of Venice,9040,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
699,Automotive Audio,Automotive Audio,7403,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
700,Delta Electronics Co. of LA Inc,Delta Electronics Co. of LA Inc,8779,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
701,Marine Audio,Marine Audio,2389,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
702,Kreative Kustoms,Kreative Kustoms,11050,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
703,E-tek,E-tek,9141,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
704,Sound Depot,Sound Depot,1463,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
705,Autotronics Of Sarasota Inc,Autotronics Of Sarasota Inc,1415,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
706,Dc Electronics,Dc Electronics,5341,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
707,MEM Systems Inc,MEM Systems Inc,10624,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
708,So-caly Av,So-caly Av,8186,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
709,Autoware Inc,Autoware Inc,9084,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
710,Pro Audio & Security,Pro Audio & Security,1467,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
711,Dch Enterprises Llc,Dch Enterprises Llc,1645,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
712,Audio Advisor, Inc.,Audio Advisor, Inc.,10396,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
713,R & D Distributors West - XM,R & D Distributors West - XM,12730,Retail Channel,District 7,Retail Channel,Y,1/1/00,12/31/99,Y,N
714,Car And Driver Auto Boutique Inc,Car And Driver Auto Boutique Inc,2718,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
715,Vinco Inc,Vinco Inc,8777,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
716,Advanced Wireless Services,Advanced Wireless Services,11540,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
717,Mochas and Javas,Mochas and Javas,11923,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
718,Xtreme Sounds,Xtreme Sounds,11519,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
299,State Of The Art Lc,State Of The Art Lc,10583,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
300,Omni Radio Llc,Omni Radio Llc,4146,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
301,Twisted Audio,Twisted Audio,3520,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
302,ZARB ELECTRONICS INC,ZARB ELECTRONICS INC,2823,Auto OEM Channel,District 27B,Other OEM,Y,1/1/00,12/31/99,Y,N
303,Dream Makers,Dream Makers,3050,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
304,The Audio Pros Inc,The Audio Pros Inc,2547,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
305,Sights N Sounds,Sights N Sounds,8495,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
306,Creative Acoustics Inc,Creative Acoustics Inc,1891,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
307,Vogels Custom Detail,Vogels Custom Detail,2649,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
308,Newport Autosound Inc,Newport Autosound Inc,1745,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
309,C.P. Electronics Inc,C.P. Electronics Inc,10444,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
310,Subway,Subway,12621,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
311,Electronic Environments,Electronic Environments,11978,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
312,JDK Auto Sound And Security,JDK Auto Sound And Security,5381,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
313,Roto Sports Inc ,Roto Sports Inc,12259,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
314,Radioactive Inc,Radioactive Inc,10667,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
315,SOUND SECURITY INC,SOUND SECURITY INC,2741,Auto OEM Channel,District 22,Other OEM,Y,1/1/00,12/31/99,Y,N
316,Star Customs Inc.,Star Customs Inc.,10036,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
317,Carphone Specialist, Inc,Carphone Specialist, Inc,8962,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
318,Auto Nu Auto Salon, Inc,Auto Nu Auto Salon, Inc,500,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
319,Tri-Valley Technical Services Inc,Tri-Valley Technical Services Inc,8859,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
320,Ms Ranch,Ms Ranch,2453,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
321,Unknown Partner,Unknown Partner,21446,UNKNOWN Channel,Unknown District,UNKNOWN Channel,Y,1/1/00,12/31/99,Y,N
322,Audiofiles Inc,Audiofiles Inc,11809,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
323,CarMax Aftermarket,CarMax Aftermarket,159,Special Markets Channel,USED CAR,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
324,Autotronix,Autotronix,7200,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
325,Pure Power Audio,Pure Power Audio,7205,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
326,Yamaha Motor Corp  Audio  - XM,Yamaha Motor Corp  Audio  - XM,12196,Auto OEM Channel,District 40,Other OEM,N,1/1/00,12/31/99,Y,N
327,Solar Shield, Inc,Solar Shield, Inc,8474,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
328,K&M Distribution,K&M Distribution,11340,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
329,Harmony Computer,Harmony Computer,11014,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
330,Auto Impressions,Auto Impressions,11523,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
331,Boom N Car Audio And Security,Boom N Car Audio And Security,2520,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
332,Complete Audio and Electronics Inc,Complete Audio and Electronics Inc,9065,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
333,Copper Penny Audio Productions,Copper Penny Audio Productions,4085,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
334,Custom Stereo,Custom Stereo,4904,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
335,Clark And Assoc,Clark And Assoc,5687,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
336,Mr Bill's Movies-n-music,Mr Bill's Movies-n-music,4049,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
337,B&t Automotive Services Inc,B&t Automotive Services Inc,760,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
338,AVI eConsulting,AVI eConsulting,9006,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
339,Aaron Hutchinson,Aaron Hutchinson,5186,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
340,Eagle Distributors,Eagle Distributors,12034,Retail Channel,District 11,Retail Channel,Y,1/1/00,12/31/99,Y,N
341,Sound Creations,Sound Creations,4897,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
342,Team Ic,Team Ic,7300,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
343,Larry's Detail Svc,Larry's Detail Svc,10526,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
344,Cypress Communications Ltd,Cypress Communications Ltd,10280,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
345,PRECISION AUDIO INC,PRECISION AUDIO INC,11119,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
346,WalMart - XM,WalMart - XM,12156,Retail Channel,District 14,Retail Channel,Y,1/1/00,12/31/99,Y,N
347,HK Global LLC,HK Global LLC,11443,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
348,Jones Sound Shop,Jones Sound Shop,8882,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
349,Anthony Gestri,Anthony Gestri,4117,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
350,Subaru - Audio + TravelLink + Traffic - Persistent,Subaru - Audio + TravelLink + Traffic - Persistent,12715,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
351,Surefire (13069),Surefire,13069,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,7/10/19,12/31/99,Y,N
352,BOSCH - Distributor - XM,BOSCH - Distributor - XM,12536,Retail Channel,District 1,Retail Channel,Y,1/1/00,12/31/99,Y,N
353,Raw Audio,Raw Audio,2955,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
354,Special Tronics, Inc ,Special Tronics, Inc,4121,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
355,Metro electronics inc,Metro electronics inc,10915,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
356,Thunderball Mktg.,Thunderball Mktg.,54,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
357,Auto Indulgences Inc,Auto Indulgences Inc,2651,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
358,ASA Electronics Retail,ASA Electronics Retail,12532,Retail Channel,District 7,Retail Channel,Y,1/1/00,12/31/99,Y,N
359,Thor Motor Coach (12934),Thor Motor Coach,12934,Special Markets Channel,Special Mkts  30,Special Markets Channel,Y,1/9/18,12/31/99,Y,N
778,Advanced Car Creations,Advanced Car Creations,1835,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
779,Rcs Computer Experience Llc,Rcs Computer Experience Llc,4481,Auto OEM Channel,Auto OEM,Other OEM,Y,1/1/00,12/31/99,Y,N
780,Stereorama,Stereorama,7980,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
781,INTEL,INTEL,10171,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
782,Sound Image,Sound Image,8941,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
783,Homes org,Homes org,11995,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
784,Custom Audio,Custom Audio,3556,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
785,General Motors SPO,General Motors SPO,6,Auto OEM Channel,General Motors Corp,Other OEM,Y,1/1/00,12/31/99,Y,N
786,E&E Enterprises Global, Inc,E&E Enterprises Global, Inc,9015,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
787,DBL Distributing - XM,DBL Distributing - XM,12091,Retail Channel,District 11,Retail Channel,Y,1/1/00,12/31/99,Y,N
788,Ramayer Engineering,Ramayer Engineering,4101,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
789,Zacks Sound Shop,Zacks Sound Shop,7313,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
790,JO-DI'S SOUND CENTER INC.,JO-DI'S SOUND CENTER INC.,11252,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
791,US Electronics Sales & Dist - XM,US Electronics Sales & Dist - XM,12154,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
792,Rainbow Stereo,Rainbow Stereo,8472,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
793,Commercial Radio and Electronics,Commercial Radio and Electronics,10316,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
794,Tims Car Electronics Inc,Tims Car Electronics Inc,2837,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
795,B & D automotive,B & D automotive,10733,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
796,Jd Electronics,Jd Electronics,7120,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
797,FORD CINCINNATI PROMOTION,FORD CINCINNATI PROMOTION,8725,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
798,AV Systems Inc,AV Systems Inc,8628,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
799,Can U Hear Me Now,Can U Hear Me Now,7289,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
800,Next Communications Inc ,Next Communications Inc,4377,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
801,Truck N Car Concepts Inc,Truck N Car Concepts Inc,2920,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
802,Tint Unlimited,Tint Unlimited,5896,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
803,Satex,Satex,10089,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
804,The Sound Shop,The Sound Shop,1649,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
805,Patterson Auto Group,Patterson Auto Group,12644,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
806,Nortons,Nortons,1912,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
807,United Airlines  D17  - XM,United Airlines  D17  - XM,12354,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
808,Alien Satellites And Utilities,Alien Satellites And Utilities,2375,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
809,Thin Air Technology, Inc. ,Thin Air Technology, Inc.,8773,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
810,Cellular Wireless of FL Inc,Cellular Wireless of FL Inc,9095,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
811,The Radio Shop,The Radio Shop,11824,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
812,Tsw Inc,Tsw Inc,1429,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
813,Larrys Music West,Larrys Music West,2373,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
814,WALMART -AUTO LAB (13029),WALMART -AUTO LAB,13029,Retail Channel,District 15,Retail Channel,Y,3/28/19,12/31/99,Y,N
815,Attention To Detail,Attention To Detail,2131,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
816,Spellbound Entertainment Inc.,Spellbound Entertainment Inc.,9267,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
817,Audio Extreme Inc,Audio Extreme Inc,2012,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
818,PAULS TV SALES AND SERVICE LLC,PAULS TV SALES AND SERVICE LLC,11357,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
819,Ace Audio Inc,Ace Audio Inc,1858,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
820,Barracks Autotronics,Barracks Autotronics,8493,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
821,Volvo - Canada (12739),Volvo - Canada,12739,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,4/1/16,12/31/99,Y,N
822,Colerain Trailer Center,Colerain Trailer Center,8308,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
823,Georgia Fried Chicken,Georgia Fried Chicken,11852,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
824,Today's Audio Video, Inc.,Today's Audio Video, Inc.,8344,Auto OEM Channel,District 25A,Other OEM,Y,1/1/00,12/31/99
825,Auto Sound Plus,Auto Sound Plus,3506,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
826,Harvey Electronics, Inc.,Harvey Electronics, Inc.,10398,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
827,Competition Sound,Competition Sound,8693,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
828,Grady Electronics,Grady Electronics,9240,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
829,Pana Pacific Dealer/OEM,Pana Pacific Dealer/OEM,194,Special Markets Channel,SM33,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
830,S.C. Distributors inc.,S.C. Distributors inc.,8548,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
831,super sound communications,super sound communications,11124,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
832,Sound Xpressions,Sound Xpressions,8462,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
833,Dr Audio Inc,Dr Audio Inc,1988,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
834,Nissan Canada Inc.,Nissan Canada Inc.,11562,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,1/1/00,12/31/99,Y,N
835,Dave's CB's,Dave's CB's,9034,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
836,Mobile Connection,Mobile Connection,8607,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
837,General Motors - Audio+ Traf+TL,General Motors - Audio+ Traf+TL,12690,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
838,Sound Creations (TX),Sound Creations (TX),8348,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
839,Sound Advice,Sound Advice,3060,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
840,Porsche Cars Canada ,Porsche Cars Canada,11584,Retail Channel,Can 50 Retail,Retail Channel,Y,1/1/00,12/31/99,Y,N
841,Automotive Concepts,Automotive Concepts,5790,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
842,Hertzorporation(HQ),Hertzorporation(HQ),11927,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
