channel_record_key,partnername,parentpartnername,corp_id,categorydesc,districtdesc,partner_group,partner_in_conv_rate,change_date_start,change_date_end,current_record_flag,deleted_record_flag
149,Polestar (13107),Polestar,13107,Retail Channel,District N/A,Retail Channel,Y,11/26/19,12/31/99,Y,N
150,High Tech Electronics,High Tech Electronics,576,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
151,Total Installations,Total Installations,11616,Special Markets Channel,Can 50 Special Markets,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
152,Vu Point Systems,Vu Point Systems,12030,Retail Channel,Can 50 Retail,Retail Channel,Y,1/1/00,12/31/99,Y,N
153,SNS home entertainmedt inc,SNS home entertainmedt inc,11681,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
154,Wilsons Home And Ofc,Wilsons Home And Ofc,1505,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
155,Audio Outlaws,Audio Outlaws,3041,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
156,Mazda Canada Inc.,Mazda Canada Inc.,11515,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,1/1/00,12/31/99,Y,N
157,Royces Electronics Inc,Royces Electronics Inc,3189,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
158,OEM PnP  Canada ,OEM PnP  Canada,12047,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,1/1/00,12/31/99,Y,N
159,Professional Sound,Professional Sound,1461,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
160,CASULLO'S AUTOMOTIVE SERVICES INC,CASULLO'S AUTOMOTIVE SERVICES INC,11828,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
161,CCV Corp,CCV Corp,8739,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
162,Advanced Window Tinting Co,Advanced Window Tinting Co,5625,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
163,Mike's Mustangs Inc,Mike's Mustangs Inc,11166,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
164,JB AUDIO,JB AUDIO,9282,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
165,Team Electronics,Team Electronics,10989,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
166,M & M Merchandisers, Inc,M & M Merchandisers, Inc,11113,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
167,Canadian Tire,Canadian Tire,11235,Retail Channel,Can 50 Retail,Retail Channel,Y,1/1/00,12/31/99,Y,N
168,California Sound Of Ks,California Sound Of Ks,1471,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
169,M and C Audio Systems,M and C Audio Systems,11544,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
170,The Sound Bank, Inc,The Sound Bank, Inc,475,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
171,Cullum & Maxey Camping Center,Cullum & Maxey Camping Center,8310,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
172,Premier Marketing - XM,Premier Marketing - XM,12133,Retail Channel,District 4,Retail Channel,Y,1/1/00,12/31/99,Y,N
173,SCION  Audio  - XM,SCION  Audio  - XM,12194,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
174,Bingham Hil Llc,Bingham Hil Llc,1445,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
175,Cartunes,Cartunes,1298,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
176,Indy Dealer Placeholder 19,Indy Dealer Placeholder 19,12713,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
177,Beloit Entertainment Center,Beloit Entertainment Center,10234,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
178,Ferris Enterprise Inc,Ferris Enterprise Inc,1545,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
179,Sirius Canada Operations,Sirius Canada Operations,11887,Retail Channel,Can 50 Retail,Retail Channel,Y,1/1/00,12/31/99,Y,N
180,Trucking Fleet (12745),Trucking Fleet,12745,Special Markets Channel,Special Mkts  31,Special Markets Channel,Y,5/31/16,12/31/99,Y,N
181,Advanced Cellular, LLC.,Advanced Cellular, LLC.,10499,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
182,the grate american enterpise,the grate american enterpise,10594,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
183,PHINE DESIGNS INC.,PHINE DESIGNS INC.,11296,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
184,Sound Stage Inc,Sound Stage Inc,2512,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
185,Top Notch Auto Tops,Top Notch Auto Tops,3594,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
186,Skory Inc,Skory Inc,1352,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
187,The Dirk Labrum Co. Inc.,The Dirk Labrum Co. Inc.,8350,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
188,Mid Nytes Towing,Mid Nytes Towing,9187,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
189,Bassgar Inc.,Bassgar Inc.,8998,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
190,Jewish Community Center - St  Louis,Jewish Community Center - St  Louis,12646,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
191,LTI Electronics LLC - XM,LTI Electronics LLC - XM,12112,Retail Channel,District 4,Retail Channel,Y,1/1/00,12/31/99,Y,N
192,Sound Source,Sound Source,10381,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
193,LinkShare Corporation  D15  - XM,LinkShare Corporation  D15  - XM,12337,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
194,International Satellite Comm. Inc,International Satellite Comm. Inc,9082,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
195,Media Citi Inc,Media Citi Inc,4858,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
196,Stamford HS Future Business Leaders of Ameri,Stamford HS Future Business Leaders of Ameri,8563,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
197,RT GRIM COMPANY EXPEDITOR,RT GRIM COMPANY EXPEDITOR,2586,Auto OEM Channel,District 21,Other OEM,Y,1/1/00,12/31/99,Y,N
198,HARBOR AUDIO VIDEO INC,HARBOR AUDIO VIDEO INC,11717,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
199,The Installation Shop, LLC,The Installation Shop, LLC,10114,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
200,PIONEER UNBRANDED,PIONEER UNBRANDED,10339,Retail Channel,District 16,Retail Channel,Y,1/1/00,12/31/99,Y,N
201,Weaver Nut Company,Weaver Nut Company,12614,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
202,Fairfield Auto Radio Llc,Fairfield Auto Radio Llc,4732,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
203,Motor City Audio,Motor City Audio,7071,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
204,Dakota TV And Appliance,Dakota TV And Appliance,9025,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
205,Erotech Services Inc,Erotech Services Inc,4238,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
206,Modern Automotive Electronics,Modern Automotive Electronics,686,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
207,Mega Sound,Mega Sound,1866,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
208,Chrysler Canada - TravelLink,Chrysler Canada - TravelLink,12278,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,1/1/00,12/31/99,Y,N
209,Nu Wave Auto Electronic,Nu Wave Auto Electronic,3558,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
210,MultiComm, Inc.,MultiComm, Inc.,10341,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
211,SANYO UNBRANDED,SANYO UNBRANDED,10337,Retail Channel,District 16,Retail Channel,Y,1/1/00,12/31/99,Y,N
212,D-Tech Cellular and Computers,D-Tech Cellular and Computers,9227,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
213,Randall Liddle,Randall Liddle,3043,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
214,Planet Stereo,Planet Stereo,1375,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
215,Partner Accommodations  D15  - XM,Partner Accommodations  D15  - XM,12339,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
216,Giant Inland Empire RV,Giant Inland Empire RV,10627,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
217,Advanced Automotive Innovations,Advanced Automotive Innovations,8861,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
218,Ultimate Audio Specialists Inc,Ultimate Audio Specialists Inc,7669,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
219,Kojack's Automotive,Kojack's Automotive,10804,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
220,Raven's Glenn Winery,Raven's Glenn Winery,11910,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
221,Creative Audio,Creative Audio,8546,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
222,Granite Bay Electronics,Granite Bay Electronics,7577,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
223,HH Gregg ,HH Gregg,11971,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
224,Voice Mail One,Voice Mail One,10520,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
225,D C  Custom Audio,D C  Custom Audio,796,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
226,Miss Kathy s Short Branch Saloon,Miss Kathy s Short Branch Saloon,12635,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
227,Keating Shelley And Associates Inc,Keating Shelley And Associates Inc,2040,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
228,Ken Koch Enterprises, Inc.,Ken Koch Enterprises, Inc.,9269,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
229,Terry's Electronics,Terry's Electronics,8514,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
230,Andy's Custom Auto,Andy's Custom Auto,9021,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
231,Car Audio Plus,Car Audio Plus,5838,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
232,Pro Systems,Pro Systems,11155,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
233,Star Video Library,Star Video Library,1796,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
234,XM - Generic Sp Mkts - Audio+Aviator+Responder Canada (12953),XM - Generic Sp Mkts - Audio+Aviator+Responder Canada,12953,Special Markets Channel,Can 50 Special Markets,Special Markets Channel,Y,2/15/18,12/31/99,Y,N
235,American Autosound & Security Inc,American Autosound & Security Inc,8207,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
236,Sound Solutions Inc,Sound Solutions Inc,7936,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
237,Precision Audio,Precision Audio,3035,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
238,Lots Of Sound Advice, Inc,Lots Of Sound Advice, Inc,602,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
360,A&A Car Audio,A&A Car Audio,8760,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
361,Audio Design And Detail,Audio Design And Detail,5387,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
362,Car-Tunes,Car-Tunes,10314,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
363,Speed World,Speed World,2325,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
364,Suburu of Dallas,Suburu of Dallas,9130,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
365,Prime Time Sound,Prime Time Sound,552,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
366,Audio Xclusive,Audio Xclusive,7126,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
367,Sunstar Enterprises Co Inc,Sunstar Enterprises Co Inc,7128,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
368,Prospec Electronics  XM ,Prospec Electronics  XM,12135,Special Markets Channel,Special Mkts  31,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
369,Dynamic Audio LLC,Dynamic Audio LLC,11649,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
370,TEST COMPANY,TEST COMPANY,883,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
371,TEST,TEST,1671,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
372,QVC,QVC,11384,Retail Channel,District 14,Retail Channel,Y,1/1/00,12/31/99,Y,N
373,Sounds Great Custom Stereo Installations, Inc,Sounds Great Custom Stereo Installations, Inc,453,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
374,Long Radio of Enfield Inc,Long Radio of Enfield Inc,9244,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
375,Majolica,Majolica,11919,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
376,Shakespearience Car Audio,Shakespearience Car Audio,8926,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
377,Defense Supply Center Columbus,Defense Supply Center Columbus,12577,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
378,Rene Cisneros Capital Enterprises,Rene Cisneros Capital Enterprises,8657,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
379,Architectural Audio and Video,Architectural Audio and Video,8722,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
380,Superior Entrance Systems,Superior Entrance Systems,9191,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
381,Next Connection ,Next Connection,11973,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
382,Sterling Communications + Electronics Inc.,Sterling Communications + Electronics Inc.,10038,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
383,ELECTRONICS TECH,ELECTRONICS TECH,10507,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
384,McLane Co  (12791),McLane Co,12791,Retail Channel,District N/A,Retail Channel,Y,10/11/16,12/31/99,Y,N
385,Wdh Inc,Wdh Inc,979,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
386,Onslow Audio,Onslow Audio,10711,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
387,London Drugs,London Drugs,11241,Retail Channel,Can 50 Retail,Retail Channel,Y,1/1/00,12/31/99,Y,N
388,Telematics - Unknown Brand,Telematics - Unknown Brand,6666,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
389,Ag Solar Guard And Sound,Ag Solar Guard And Sound,5078,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
390,Audio Excellence,Audio Excellence,7570,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
391,HT&A Specialists,HT&A Specialists,8676,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
392,High Performance Electronics,High Performance Electronics,11037,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
393,Wilson Marine Corporation,Wilson Marine Corporation,10242,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
394,TECHNICAL CONSUMRE PRODUCTS,TECHNICAL CONSUMRE PRODUCTS,11914,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
395,Procume Group, Inc,Procume Group, Inc,554,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
396,RBP Associates,RBP Associates,8413,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
397,Satellite radios direct,Satellite radios direct,11180,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
398,Ford Audio-Video Systems Inc (DBS),Ford Audio-Video Systems Inc (DBS),56,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
399,Youngblood's RV Center Inc,Youngblood's RV Center Inc,8314,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
400,Arridian Technologies,Arridian Technologies,202,Special Markets Channel,SM31,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
401,MSBI,MSBI,11891,Special Markets Channel,Special Mkts  30,Special Markets Channel,Y,1/1/00,12/31/99,Y,N
402,Per Gessle - XM,Per Gessle - XM,12255,DTC Channel,District 1001,DTC Channel,Y,1/1/00,12/31/99,Y,N
403,Samm Sound Of Jupiter Inc,Samm Sound Of Jupiter Inc,917,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
404,Hills Electronics Ins,Hills Electronics Ins,1110,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
405,Freedom Stores Inc,Freedom Stores Inc,2017,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
406,Goodman Radio Co,Goodman Radio Co,3811,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
407,Clrion Hotel # 771,Clrion Hotel # 771,11931,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
408,AUDIOVIDEODIRECT,AUDIOVIDEODIRECT,11302,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
409,Santa Fe Distributing - XM,Santa Fe Distributing - XM,12658,Retail Channel,District 11,Retail Channel,Y,1/1/00,12/31/99,Y,N
410,Rolln Performance LLc.,Rolln Performance LLc.,10522,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
411,Comforts of Home,Comforts of Home,12597,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
412,Shelbys Car Stereo & Alarm,Shelbys Car Stereo & Alarm,2749,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
413,Dealer Placeholder 10,Dealer Placeholder 10,12696,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
414,Bay Street Discount,Bay Street Discount,11853,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
415,Thies Inc,Thies Inc,2169,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
416,JLR - Enterprise Service Lane (12978),JLR - Enterprise Service Lane,12978,Auto OEM Channel,District 40,Other OEM,Y,6/28/18,12/31/99,Y,N
417,Subaru Canada Inc. ,Subaru Canada Inc.,11567,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,1/1/00,12/31/99,Y,N
418,Wise Choice Audio,Wise Choice Audio,8987,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
419,Protex Electronics,Protex Electronics,4033,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
420,Midwest Satellite And Sound,Midwest Satellite And Sound,1145,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
421,Vital Computers And Electronics,Vital Computers And Electronics,2522,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
422,Al and Eds Autosound LLC,Al and Eds Autosound LLC,79,Retail Channel,District 14,Retail Channel,Y,1/1/00,12/31/99,Y,N
423,Audio Visionz,Audio Visionz,1995,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
424,America's Satellite,America's Satellite,7513,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
425,Pda Inc,Pda Inc,738,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
426,Hurley Industries Inc,Hurley Industries Inc,3048,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
427,SERTI (13056),SERTI,13056,Auto OEM Channel,Can 50 Dealer,Other OEM,Y,7/9/19,12/31/99,Y,N
428,Audio Video Plus,Audio Video Plus,5223,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
429,Satellite Connection & Wireless Technology,Satellite Connection & Wireless Technology,2645,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
430,AUTO ACCESSORY WORLD,AUTO ACCESSORY WORLD,9341,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
431,RS&I, Inc,RS&I, Inc,11323,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
432,Car Audio By Mike Blumenthal,Car Audio By Mike Blumenthal,867,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
433,Centry Home and Audio Solutions,Centry Home and Audio Solutions,10833,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
434,MOVIN ON SOUNDS AND SECURITY EXPEDITOR,MOVIN ON SOUNDS AND SECURITY EXPEDITOR,2722,Auto OEM Channel,District 21,Other OEM,Y,1/1/00,12/31/99,Y,N
435,Audio Innovations,Audio Innovations,5914,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
436,The House Of Sound,The House Of Sound,5644,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
437,Clarion Corporation of America,Clarion Corporation of America,11832,Retail Channel,District 16,Retail Channel,Y,1/1/00,12/31/99,Y,N
438,Omid Enterprises,Omid Enterprises,807,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
439,Maximum SPL car stero,Maximum SPL car stero,11159,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
440,Mobile Audio Dynamix,Mobile Audio Dynamix,8878,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
441,Magnadyne Corporation - XM,Magnadyne Corporation - XM,12261,Special Markets Channel,Special Mkts  31,Special Markets Channel,N,1/1/00,12/31/99,Y,N
442,Atomic Audio,Atomic Audio,3592,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
443,Costco,Costco,140,Retail Channel,District 14,Retail Channel,Y,1/1/00,12/31/99,Y,N
444,Precision Cellular And Sound LTD,Precision Cellular And Sound LTD,8436,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
445,Freddy s Frozen Custard,Freddy s Frozen Custard,12576,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
446,Johns Satellite,Johns Satellite,5722,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
447,DEX,DEX,12036,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
448,GAMNAR ELECTRONICS INC,GAMNAR ELECTRONICS INC,10419,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
449,Big Apple Electronics, Inc.,Big Apple Electronics, Inc.,10303,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
450,NATIVE PRIDE TRADING,NATIVE PRIDE TRADING,10854,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
451,Sounds Unlimited,Sounds Unlimited,8094,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
452,Jonathan Conwell,Jonathan Conwell,715,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
453,Minocqua Auto Parts,Minocqua Auto Parts,8430,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
454,hertz corporation,hertz corporation,2859,Retail Channel,District N/A,Retail Channel,Y,1/1/00,12/31/99,Y,N
455,SOUND ACCENT,SOUND ACCENT,10486,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
456,Kessler Ellis Products,Kessler Ellis Products,11710,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
457,Hyundai - XM - Audio + NavTraffic + TravelLink,Hyundai - XM - Audio + NavTraffic + TravelLink,12488,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
458,Audio Works Inc,Audio Works Inc,5610,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
459,Baker Audio,Baker Audio,10503,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
460,TOP EDGE LLC,TOP EDGE LLC,10017,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
461,Gold Chip Investments, LLC,Gold Chip Investments, LLC,11016,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
462,vjm enterprises,vjm enterprises,11220,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
463,Paul Polizzi,Paul Polizzi,10425,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
464,Tekserve,Tekserve,10650,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
465, Mobile Electronics,Mobile Electronics,10446,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
466,Tricari Co.,Tricari Co.,9313,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
467,Overseas Satellite Service Inc ,Overseas Satellite Service Inc,4083,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
468,Dsi Mobile Electronics,Dsi Mobile Electronics,605,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
469,Cooke Industries Inc,Cooke Industries Inc,10406,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
470,The Pep Boys Manny, Moe and Jack,The Pep Boys Manny, Moe and Jack,8865,Retail Channel,District 18,Retail Channel,Y,1/1/00,12/31/99
471,Audio Video Enhancements,Audio Video Enhancements,8615,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
472,Sitterlys Parts,Sitterlys Parts,6843,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
473,Chrysler - Audio+TravleLink + Traffic,Chrysler - Audio+TravleLink + Traffic,12698,Auto OEM Channel,District 40,Other OEM,Y,1/1/00,12/31/99,Y,N
474,Alliance Appliance,Alliance Appliance,1236,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
475,Auto Restyling Center, Inc,Auto Restyling Center, Inc,692,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99
476,Xtreme Sounds,Xtreme Sounds,11344,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
477,CarAdvise (13096),CarAdvise,13096,Auto OEM Channel,District 40,Other OEM,Y,9/20/19,12/31/99,Y,N
478,Bananas Hi Fi,Bananas Hi Fi,2826,Retail Channel,District 13,Retail Channel,Y,1/1/00,12/31/99,Y,N
